256.979330,  78.747139,  79.85,  20.770487,  2.869135,  7.897207,  20.325603,  172,  243
257.416120,  78.552139,  356.42,  21.420174,  5.850165,  10.251422,  20.614504,  224,  257
256.704000,  78.592722,  37.25,  20.439339,  1.692168,  3.856448,  20.245840,  133,  192
256.751920,  78.689861,  251.90,  21.269440,  1.563813,  10.251422,  20.238618,  128,  257
254.509250,  78.563389,  214.62,  21.199882,  5.282973,  10.251422,  20.554865,  217,  257
255.334710,  78.755306,  47.38,  20.543807,  1.270215,  5.253304,  20.222960,  110,  216
255.044580,  79.004444,  350.29,  21.412640,  8.479698,  10.251422,  20.882503,  246,  257
254.954170,  78.972222,  295.76,  21.339152,  7.634608,  10.251422,  20.799374,  242,  257
257.291250,  78.875556,  1860.86,  22.137926,  6.717274,  10.251422,  20.705474,  235,  257
256.285830,  78.685000,  1128.81,  21.920833,  0.305855,  10.251422,  20.179250,  47,  257
256.149580,  78.668056,  124.02,  20.961704,  0.108600,  9.236935,  20.178882,  16,  253
255.909170,  78.782778,  132.69,  20.991050,  0.797839,  10.251422,  20.199716,  86,  257
254.196670,  78.783056,  231.75,  21.233232,  7.593249,  10.251422,  20.795216,  241,  257
254.714170,  78.516667,  330.38,  21.387226,  4.750804,  10.251422,  20.499716,  206,  257
257.63,  78.486111,  300.79,  21.346476,  8.605911,  10.251422,  20.894599,  248,  257
257.198330,  78.432222,  192.51,  21.152666,  6.978708,  10.251422,  20.732559,  235,  257
257.174170,  78.395833,  280.39,  21.315975,  7.934279,  10.251422,  20.829263,  244,  257
257.341250,  78.368333,  644.79,  21.677631,  9.903554,  10.251422,  21.013858,  257,  257
255.530420,  78.291667,  322.89,  21.377267,  8.680287,  10.251422,  20.901687,  249,  257
257.252500,  78.772056,  2150.11,  22.200673,  4.599316,  10.251422,  20.484287,  203,  257
