80  , 255.434166667,  78.6147222222 ,       0.060362,      17.5V,   None  
81  , 256.0175,   78.5563888889 ,       0.057891,      17.0V,   None  
82  , 256.382916667,  78.5972222222 ,       0.062218,      17.8V,   None  
83  , 255.65125,  78.7661111111 ,       0.063104,      16.8V,   None  
84  , 256.427083333,  78.6069444444 ,       0.058501,      17.6V,   None  
85  , 256.234166667,  78.5675 ,             0.061636,      18.3V,   None  
86  , 255.409166667,  78.7213888889 ,       0.056923,      17.0R,   None  
87  , 255.347083333,  78.6875 ,             0.054094,      16.1V,   None  
88  , 255.842916667,  78.7822222222 ,       0.065398,      16.9V,   None  
89  , 255.802083333,  78.5525 ,             0.055052,      16.6V,   None  
90  , 255.544583333,  78.7580555556 ,       0.060002,      16.1V,   None  
91  , 255.660416667,  78.5594444444 ,       0.051409,      16.6V,   None  
92  , 256.39125,  78.5866666667 ,       0.062681,      15.6V,   None  
93  , 255.577083333,  78.7677777778 ,       0.065418,      16.1V,   None  
94  , 255.993333333,  78.5430555556 ,       0.056741,      16.6R,   None  
95  , 255.522083333,  78.7627777778 ,       0.059014,      15.9V,   None  
96  , 255.37375,  78.6019444444 ,       0.059765,      16.4V,   None  
97  , 255.895,    78.7944444444 ,       0.065902,      15.7V,   None  
98  , 256.07125,  78.7925 ,             0.064156,      17.0V,   None  
99  , 256.024583333,  78.5305555556 ,       0.053977,      18.0V,   None  
100 , 255.293333333,  78.7263888889 ,       0.053780,      15.29,   None
101 , 256.365833333,  78.5577777778 ,       0.054400,       ... ,   None  
102 , 256.1725,   78.5358333333 ,       0.055765,      16.7R,   None  
103 , 256.24125,  78.5402777778 ,       0.060125,      16.75,   None
104 , 255.2175,   78.6891666667 ,       0.057823,      16.0V,   None  
105 , 256.633333333,  78.7022222222 ,       0.062906,      18.0V,   None  
106 , 255.515833333,  78.5475 ,             0.058397,      18.1V,   None  
107 , 256.317916667,  78.5436111111 ,       0.060450,      17.6V,   None  
108 , 256.337916667,  78.7888888889 ,       0.059280,      18.1V,   None  
109 , 255.334166667,  78.7555555556 ,       0.056605,      18.0R,   None  
110 , 255.649583333,  78.8036111111 ,       0.056135,      16.9V,   None  
111 , 256.202916667,  78.8058333333 ,       0.065539,      15.7V,   None  
112 , 255.23875,  78.6033333333 ,       0.060980,      17.3V,       None  
113 , 255.169166667,  78.6858333333 ,       0.054318,      17.6V,   None  
114 , 255.645833333,  78.5244444444 ,       0.055588,      18.0V,   None  
115 , 255.21375,  78.7302777778 ,       0.053093,      18.1R,       None  
116 , 255.134166667,  78.67 ,               0.059778,      15.9V,   None  
117 , 256.293333333,  78.5263888889 ,       0.054788,      16.6V,   None  
118 , 255.24625,  78.7497222222 ,       0.053257,      15.58,       None
119 , 256.734583333,  78.6858333333 ,       0.056112,      15.9V,   None  
120 , 256.560416667,  78.5661111111 ,       0.058002,      18.4V,   None  
121 , 256.595,    78.5722222222 ,       0.055566,      17.7V,       None  
122 , 255.249583333,  78.7588888889 ,       0.056799,      17.3R,   None  
123 , 256.680416667,  78.5991666667 ,       0.049734,      16.4V,   None  
124 , 255.122083333,  78.6347222222 ,       0.058987,      16.4V,   None  
125 , 256.752083333,  78.6897222222 ,       0.056559,      17.6V,   None  
126 , 256.679166667,  78.5886111111 ,       0.059889,      20.0R,   None  
127 , 255.098333333,  78.7019444444 ,       0.058834,      16.8V,   None  
128 , 255.744583333,  78.8302777778 ,       0.058889,      18.6V,   None  
129 , 256.7825,   78.6427777778 ,       0.062893,      16.0V,       None  
130 , 256.704166667,  78.5927777778 ,       0.058077,      16.0V,   None  
131 , 256.549166667,  78.5472222222 ,       0.061439,      15.6V,   None  
132 , 256.799583333,  78.6494444444 ,       0.059698,      17.5V,   None  
133 , 255.3075,   78.7911111111 ,       0.062012,       ... ,       None  
134 , 255.377083333,  78.5311111111 ,       0.058956,      16.8V,   None  
135 , 256.830833333,  78.6641666667 ,       0.061622,      17.3V,   None  
136 , 256.24375,  78.8330555556 ,       0.065345,      16.27,       **Note G242: change optical position
137 , 256.77,   78.5988888889 ,       0.053094,      17.4R,         None  
138 , 255.97375,  78.4866666667 ,       0.054256,      17.8V,       None  
139 , 256.457916667,  78.5186111111 ,       0.059046,      18.1V,   None  
140 , 256.394166667,  78.5094444444 ,       0.063525,      18.3V,   None  
141 , 255.89375,  78.8486111111 ,       0.063188,      16.6V,       None  
142 , 256.316666667,  78.5005555556 ,       0.059915,      17.6V,   None  
143 , 256.315,    78.4972222222 ,       0.060531,      19.0V,       None  
144 , 256.71625,  78.5616666667 ,       0.061426,      17.1V,       None  
145 , 256.867083333,  78.6111111111 ,       0.058851,      16.5V,   None  
146 , 256.309166667,  78.4886111111 ,       0.054986,      16.8R,   None  
147 , 256.8625,   78.6058333333 ,       0.058553,      16.6V,       None  
148 , 255.06625,  78.5736111111 ,       0.061449,      16.5V,       None  
149 , 255.084583333,  78.5652777778 ,       0.054612,      16.8V,   None  
150 , 254.950833333,  78.7013888889 ,       0.055357,      17.3V,   None  
151 , 255.390833333,  78.8325 ,             0.052265,       ... ,   None  
152 , 255.695,    78.8627777778 ,       0.055498,      15.7V,       None  
153 , 256.618333333,  78.8208333333 ,       0.063357,      17.6V,   None  
154 , 255.094166667,  78.7894444444 ,       0.062673,      16.12,   None
155 , 256.277916667,  78.4727777778 ,       0.064224,      15.9V,   None  
156 , 255.55125,  78.8591666667 ,       0.064461,      16.4V,       None  
157 , 255.392916667,  78.8461111111 ,       0.065106,      16.6R,   None  
158 , 256.39,   78.8547222222 ,       0.065502,      15.3V,         None  
159 , 255.5275,   78.4725 ,             0.054201,      17.4V,       None  
160 , 255.859166667,  78.8788888889 ,       0.063730,      17.1V,   None  
161 , 254.880416667,  78.7236111111 ,       0.056518,      17.5V,   None  
162 , 255.21125,  78.8302777778 ,       0.057897,      16.31,       None
163 , 256.723333333,  78.5155555556 ,       0.060035,      16.3V,   None  
164 , 257.0225,   78.6255555556 ,       0.059511,      16.29,       None
165 , 257.045416667,  78.6533333333 ,       0.050104,      17.6V,   None  
166 , 255.08125,  78.8102777778 ,       0.050552,      16.13,       None
167 , 256.979583333,  78.7469444444 ,       0.056516,      17.0V,   None  
168 , 255.117083333,  78.5161111111 ,       0.060554,      18.2V,   None  
169 , 255.82125,  78.4463888889 ,       0.054046,      17.2V,       None  
170 , 256.034583333,  78.4463888889 ,       0.056052,      17.9V,   None  
171 , 255.10625,  78.8241666667 ,       0.051287,      16.5R,       None  
172 , 255.106666667,  78.5108333333 ,       0.058147,      16.5V,   None  
173 , 256.15625,  78.8888888889 ,       0.060451,      18.1V,       None  
174 , 254.79875,  78.6205555556 ,       0.055470,      17.8V,       None  
175 , 257.040833333,  78.5711111111 ,       0.061846,      17.1V,   None  
176 , 257.15,   78.6755555556 ,       0.057426,      17.8V,         None  
177 , 256.815833333,  78.5022222222 ,       0.062813,      17.2V,   None  
178 , 255.03125,  78.8311111111 ,       0.055085,       ... ,       None  
179 , 256.060416667,  78.91 ,               0.063314,      18.2V,   None  
180 , 255.443333333,  78.8922222222 ,       0.049582,       ... ,   None  
181 , 257.013333333,  78.5441666667 ,       0.059743,      18.0V,   None  
182 , 255.570416667,  78.9030555556 ,       0.065243,      17.8V,   None  
183 , 256.116666667,  78.4222222222 ,       0.056593,      18.1V,   None  
184 , 257.05875,  78.7802777778 ,       0.053229,      18.4V,       None  
185 , 256.87125,  78.5025 ,             0.063512,      18.4V,       None  
186 , 257.103333333,  78.5747222222 ,       0.060072,      18.1V,   None  
187 , 257.194166667,  78.6177777778 ,       0.055081,      17.8V,   None  
188 , 254.830833333,  78.8063888889 ,       0.050456,       ... ,   None  
189 , 254.720833333,  78.7711111111 ,       0.064537,       ... ,   None  
190 , 255.61625,  78.9183333333 ,       0.050157,      17.5V,       None  
191 , 254.90625,  78.4952777778 ,       0.052713,      16.4V,       None  
192 , 257.190416667,  78.5677777778 ,       0.061095,      17.0V,   None  
193 , 256.377083333,  78.9208333333 ,       0.057351,       ... ,   None  
194 , 254.586666667,  78.7238888889 ,       0.053068,       ... ,   None  
195 , 257.312083333,  78.6363888889 ,       0.060491,      16.9V,   None  
196 , 254.520416667,  78.6608333333 ,       0.059961,      17.9V,   None  
197 , 254.54,   78.7183333333 ,       0.057185,      18.1V,         None  
198 , 256.8075,   78.8883333333 ,       0.055255,      16.0V,       None  
199 , 257.35125,  78.705 ,              0.059618,      16.39,       None
200 , 256.639583333,  78.4219444444 ,       0.052123,      15.61,   **Note G310:optical position changed 
201 , 254.714166667,  78.5166666667 ,       0.061723,      16.11,   None
202 , 256.547916667,  78.4105555556 ,       0.061101,      17.8V,   None  
203 , 254.484583333,  78.6419444444 ,       0.060327,      18.4V,   None  
204 , 257.25375,  78.5505555556 ,       0.054009,      16.7V,       None  
205 , 256.634583333,  78.4172222222 ,       0.059900,      18.0V,   None  
206 , 256.8375,   78.8938888889 ,       0.055251,      17.1V,       None  
207 , 256.15,   78.38 ,               0.058350,      17.3V,         None  
208 , 254.472083333,  78.6236111111 ,       0.058147,      18.0V,   None  
209 , 257.139583333,  78.4983333333 ,       0.062253,      15.2V,   None  
210 , 257.444166667,  78.6925 ,             0.059681,      16.58,   None
211 , 257.375833333,  78.7627777778 ,       0.060875,       ... ,   None  
212 , 254.505,    78.5627777778 ,       0.064051,      15.40,       None
213 , 254.425833333,  78.5919444444 ,       0.064667,       ... ,   None  
214 , 257.242083333,  78.8375 ,             0.053527,      15.7V,   None  
215 , 256.46,   78.3763888889 ,       0.054861,      16.2V,         None  
216 , 255.134583333,  78.9361111111 ,       0.050698,      16.39,   None
217 , 256.355,    78.3669444444 ,       0.057778,      17.0V,       None  
218 , 257.414583333,  78.5522222222 ,       0.053817,      15.73,   None
219 , 257.440833333,  78.5519444444 ,       0.062357,       ... ,   None  
220 , 254.576666667,  78.4927777778 ,       0.059521,      15.2V,   None  
221 , 255.165416667,  78.95 ,               0.061320,       ... ,   None  
222 , 257.56,   78.6569444444 ,       0.056446,      16.44,         None
223 , 257.327916667,  78.5047222222 ,       0.055706,      16.7R,   None  
224 , 255.853333333,  78.3441666667 ,       0.063117,      16.4R,   None  
225 , 254.256666667,  78.6577777778 ,       0.062829,      16.58,   None
226 , 257.43,   78.5177777778 ,       0.061913,      16.63,         None
227 , 256.64625,  78.3655555556 ,       0.056038,      17.5V,       None  
228 , 254.322916667,  78.7847222222 ,       0.060708,       ... ,   None  
229 , 257.29125,  78.8755555556 ,       0.062526,      15.9V,       None  
230 , 257.198333333,  78.4322222222 ,       0.056239,      17.2V,   None  
231 , 254.695,    78.4227777778 ,       0.052159,      15.5V,       None  
232 , 254.712916667,  78.92 ,               0.060331,       ... ,   None  
233 , 254.272916667,  78.5466666667 ,       0.055020,      16.04,   None
234 , 254.170416667,  78.6180555556 ,       0.059600,       ... ,   None  
235 , 257.64,   78.565 ,              0.064925,      16.68,         None
236 , 254.196666667,  78.7830555556 ,       0.056530,      16.40,   None
237 , 254.954166667,  78.9722222222 ,       0.058836,       ... ,   None  
238 , 257.174166667,  78.3958333333 ,       0.056765,      17.9V,   None  
239 , 257.69125,  78.5375 ,             0.062600,      15.11,       None
240 , 257.0975,   78.3741666667 ,       0.057518,      17.2V,       None  
241 , 255.044583333,  79.0044444444 ,       0.057967,      16.44,   None
242 , 257.63,   78.4861111111 ,       0.052860,      16.54,         None
243 , 255.455,    79.0377777778 ,       0.064387,      15.6 ,       None
244 , 255.530416667,  78.2916666667 ,       0.059121,      15.55,   None
245 , 256.809166667,  78.32 ,               0.058740,       ... ,   None  
246 , 254.078333333,  78.5352777778 ,       0.061290,       ... ,   None  
247 , 253.999166667,  78.7711111111 ,       0.061452,      16.05,   None
248 , 256.6,    79.0436111111 ,       0.058659,       ... ,         None  
249 , 257.95625,  78.5980555556 ,       0.059440,       ... ,       None  
250 , 257.312916667,  78.3661111111 ,       0.055713,       ... ,   None  
251 , 257.34125,  78.3683333333 ,       0.053797,       ... ,       None
252 , 255.572916667,  78.7646111111 ,       0.066358,     None ,    None
253 , 255.9075,   78.7829444444 ,       0.066187,     None ,        None
254 , 256.29875,  78.8041388889 ,       0.066474,     None ,        **Note related to G221
255 , 256.313333333,  78.8037666667 ,       0.066474,     None ,   **Note G221:double galaxy 
256 , 257.2525,   78.7720555556 ,       0.039479,     None ,       None
257 , 256.230416667,  78.852,           0.066003,     None ,       None                        
