255.456250,    79.037778,    3165.870000,    22.368705,    8.632676,    10.251422,    20.897153,    251 
256.979330,    78.747139,    79.850000,    20.770487,    2.869135,    7.897207,    20.325603,    209
257.416120,    78.552139,    356.420000,    21.420174,    5.850165,    10.251422,    20.614504,    251 
256.704000,    78.592722,    37.250000,    20.439339,    1.692168,    3.856448,    20.245840,    132
256.751920,    78.689861,    251.900000,    21.269440,    1.563813,    10.251422,    20.238618,    251 
254.509250,    78.563389,    214.620000,    21.199882,    5.282973,    10.251422,    20.554865,    251 
255.334710,    78.755306,    47.380000,    20.543807,    1.270215,    5.253304,    20.222960,    157
255.044580,    79.004444,    350.290000,    21.412640,    8.479698,    10.251422,    20.882503,    251 
254.954170,    78.972222,    295.760000,    21.339152,    7.634608,    10.251422,    20.799374,    251 
257.291250,    78.875556,    1860.860000,    22.137926,    6.717274,    10.251422,    20.705474,    251 
256.285830,    78.685000,    1128.810000,    21.920833,    0.305855,    10.251422,    20.179250,    251 
256.149580,    78.668056,    124.020000,    20.961704,    0.108600,    9.236935,    20.178882,    240
255.909170,    78.782778,    132.690000,    20.991050,    0.797839,    10.251422,    20.199716,    246
254.196670,    78.783056,    231.750000,    21.233232,    7.593249,    10.251422,    20.795216,    251 
254.714170,    78.516667,    330.380000,    21.387226,    4.750804,    10.251422,    20.499716,    251 
257.630000,    78.486111,    300.790000,    21.346476,    8.605911,    10.251422,    20.894599,    251 
257.198330,    78.432222,    192.510000,    21.152666,    6.978708,    10.251422,    20.732559,    251 
257.174170,    78.395833,    280.390000,    21.315975,    7.934279,    10.251422,    20.829263,    251 
257.341250,    78.368333,    644.790000,    21.677631,    9.903554,    10.251422,    21.013858,    251 
255.530420,    78.291667,    322.890000,    21.377267,    8.680287,    10.251422,    20.901687,    251 
257.252500,    78.772056,    2150.110000,    22.200673,    4.599316,    10.251422,    20.484287,    251 
