A1,1237656565428060275,255.899481045164,78.6289115562433,2582,301,6,69,GALAXY,16.70298,14.67031,13.73245,13.27251,12.94528
A2,1237656565428060276,255.89147511204,78.629873502755,2582,301,6,69,GALAXY,19.80289,17.6552,16.68518,16.2503,15.81477
A3,1237656565428060273,255.872399751181,78.6319376455833,2582,301,6,69,GALAXY,18.00046,15.88447,14.91594,14.45812,14.09925
A4,1237663269868929235,255.761139062908,78.5989644402009,4143,301,6,22,UNKNOWN,-9999,-9999,-9999,-9999,-9999
A5,1237663269868929332,255.875196941476,78.6650648477492,4143,301,6,22,GALAXY,17.94445,15.9509,15.00198,14.54487,14.17343
A6,1237663269868863746,255.217512744481,78.6891986279668,4143,301,6,21,GALAXY,18.63555,16.54843,15.55714,15.09666,14.71829
A8,1237663269868994758,256.734311929742,78.6858756912017,4143,301,6,23,GALAXY,18.14676,16.19357,15.27187,14.83303,14.4938
A9,1237663230678794280,256.680106160566,78.5991949645094,4134,301,5,44,GALAXY,18.47456,17.98252,24.80801,16.32107,15.91791
A10,1237663269868929404,255.985603789065,78.7454175295483,4143,301,6,22,GALAXY,18.59152,16.57764,15.61466,15.15192,14.80572
A11,1237663230678663471,255.562586134708,78.5963802534346,4134,301,5,42,GALAXY,18.55191,16.66973,15.78454,15.31652,14.98297
A12,1237656565427994940,255.842892848246,78.7821341574931,2582,301,6,68,GALAXY,18.92203,17.35349,16.52683,16.03423,15.63882
A13,1237663269868929086,256.200362782793,78.641432978566,4143,301,6,22,GALAXY,17.74756,15.73835,14.76639,14.30279,13.96613
A14,1237656565427995050,255.347196447587,78.6875338194703,2582,301,6,68,GALAXY,17.82661,16.39565,15.75435,15.37105,15.10182
A15,1237655749380800842,254.576557869816,78.4926994323965,2392,301,6,16,GALAXY,16.60751,15.41475,14.85144,14.4761,14.22922
A16,1237662720113312087,254.694931532539,78.4226461057622,4015,301,6,25,GALAXY,17.30396,15.59595,14.78462,14.35527,13.96806
A17,1237663269868929050,255.798993818217,78.674991690865,4143,301,6,22,GALAXY,18.74309,16.81572,15.904,15.4612,15.13508
A18,1237663269868929392,256.06787943883,78.6792073469637,4143,301,6,22,GALAXY,18.60702,16.62029,15.69036,15.22106,14.87216
A19,1237663269868929094,256.113221702929,78.640373422201,4143,301,6,22,GALAXY,16.6264,14.51756,13.60638,13.12685,12.74824
A20,1237663269868863838,255.704782994598,78.6413291766832,4143,301,6,21,GALAXY,19.15421,17.09695,16.17959,15.73294,15.38847
