Radio Name(A),  Opt Name(B),  Ra Radio,  Dec Radio,  Area observed,  Area detectable, flux(mJy),  log(lum)-W/Hz,  log(lum)-W/Hz-detectable,  num Opt,   num opt detectable,  Ra NED,  Dec NED,  z,  MagNED, objID SDSS,  Ra SDSS,  Dec SDSS,  Mag_u,  Mag_g,  Mag_r,  Mag_i,  Mag_z,  Note,  u-r, color classification,  radio morph  optical morph,   conclution
A55,  B55,  257.13917,  78.49839,  5.04582,  10.25142,  3295.0,  22.386,  20.530,  214,  257,  257.13958,  78.49833,  0.062,  15.2V,  1237663230678794417,  257.13908,  78.49838,  17.99,  15.88,  14.92,  14.44,  17.99,  None,  3.07,  A,  comp / circle / 5.8",  ext / circle center-E2 / 9.7",  0.0
A56,  B56,  257.24162,  78.83753,  5.58069,  10.25142,  892.0,  21.819,  20.586,  219,  257,  257.24208,  78.83750,  0.054,  15.7V,  1237663269869060112,  257.24158,  78.83749,  17.77,  15.94,  15.05,  14.58,  17.77,  None,  2.72,  A,  ext / Iregular- circle center / 17.3",  ext / lenticular-S0 /21",  0.0
A57,  B57,  255.13408,  78.93606,  5.70247,  10.25142,  255.0,  21.275,  20.599,  222,  257,  255.13458,  78.93611,  0.051,  16.39,  1237663231215599819,  255.13455,  78.93609,  18.72,  16.95,  16.06,  15.57,  18.72,  None,  2.66,  A,  ext / two radio sources / 11/3",  ext / lenticular-S0 / 22.6",  0.0
A58,  B58,  257.33050,  78.50450,  6.07817,  8.05981,  89.0,  20.818,  20.639,  229,  244,  257.32792,  78.50472,  0.056,  16.7R,  -1000000,  -1000000,  -1000000,  -1000000,  -1000000,  -1000000,  -1000000,  -1000000,  None,  0.00,  UN,  ext / Iregular / 14.4",  ext / lenticular-E6 / 11",  0.0
A59,  B59,  255.85504,  78.34411,  6.15540,  10.25142,  828.0,  21.786,  20.647,  230,  257,  255.85333,  78.34417,  0.063,  16.4R,  1237663269331992717,  255.85489,  78.34409,  18.40,  17.23,  16.69,  16.31,  18.40,  None,  1.71,  UN,  ext / lenticular / 14.3",  ext / lenticular-S0 / 12.5",  0.0
A60,  B60,  257.43850,  78.51861,  6.53913,  10.25142,  130.0,  20.982,  20.687,  232,  257,  257.43000,  78.51778,  0.062,  16.63,  -1000000,  -1000000,  -1000000,  -1000000,  -1000000,  -1000000,  -1000000,  -1000000,  None,  0.00,  UN,  ext / Iregular / 7",  ext / lenticular-S0 / 12.5",  0.0
A61,  B61,  255.78988,  78.68897,  0.07511,  4.70251,  43.77,  20.509,  20.181,  10,  205,  255.78875,  78.68889,  0.048,  16.8V,  1237656565427995145,  255.78841,  78.68886,  -9999.00,  -9999.00,  -9999.00,  -9999.00,  -9999.00,  near the relic,  0.00,  UN,  ext / Iregular / 8.3",  ext / lenticular-S0 / 9.8",  0.0
A62,  B62,  256.16165,  78.88676,  2.98008,  10.25142,  1032.64,  21.882,  20.334,  175,  257,  256.15625,  78.88889,  0.060,  18.1V,  1237663231215665231,  256.15567,  78.88889,  19.19,  17.89,  17.55,  17.26,  19.19,  None,  1.64,  UN,  comp / circle / 6.4",  comp / circle / 3.2",  0.0
A63,  B63,  255.45625,  79.03778,  8.63268,  10.25142,  3165.87,  22.369,  20.897,  248,  257,  255.45500,  79.03778,  0.064,  15.6,  1237663231215599938,  255.45455,  79.03787,  17.16,  15.39,  14.54,  14.08,  17.16,  None,  2.62,  A,  comp / circle / 3.7",  ext / circle center-E2 / 14.3",  0.0
A64,  B64,  256.97933,  78.74714,  2.86913,  7.89721,  79.85,  20.770,  20.326,  172,  243,  256.97958,  78.74694,  0.057,  17.0V,  1237663269868994834,  256.97932,  78.74708,  19.15,  17.36,  16.45,  16.05,  19.15,  optical a little off,  2.70,  A,  comp/ circle / 5",  comp/ circle-E2 /10.7",  0.0
A65,  B65,  257.41612,  78.55214,  5.85016,  10.25142,  356.42,  21.420,  20.615,  224,  257,  257.41458,  78.55222,  0.054,  15.73,  1237663230678860038,  257.41613,  78.55202,  17.95,  16.22,  15.37,  14.92,  17.95,  None,  2.58,  A,  ext / Iregular / 22",  ext / spiral-SBa / 30.6",  SFG
A66,  B66,  256.70400,  78.59272,  1.69217,  3.85645,  37.25,  20.439,  20.246,  133,  192,  256.70417,  78.59278,  0.058,  16.0V,  1237663230678794264,  256.70393,  78.59266,  24.36,  18.07,  17.11,  16.58,  24.36,  None,  7.26,  A,  ext / circle center / 8.8",  comp / circle / 4.3",  0.0
A67,  B67,  256.75192,  78.68986,  1.56381,  10.25142,  251.9,  21.269,  20.239,  128,  257,  256.75208,  78.68972,  0.057,  17.6V,  1237663269868994760,  256.75196,  78.68978,  20.61,  18.47,  17.52,  17.13,  20.61,  opt & radi,not in the same position,  3.09,  A,  ext / egg shape/ 10.4",  ext / lenticular-S0/ 10",  0.0
A68,  B68,  254.50925,  78.56339,  5.28297,  10.25142,  214.62,  21.200,  20.555,  217,  257,  254.50500,  78.56278,  0.064,  15.40,  -1000000,  -1000000,  -1000000,  -1000000,  -1000000,  -1000000,  -1000000,  -1000000,  None,  0.00,  UN,  ? ext / bar shap- Iregular / 31",  ? ext / look like edge on / 28",  0.0
A69,  B69,  255.33471,  78.75531,  1.27022,  5.25330,  47.38,  20.544,  20.223,  110,  216,  255.33417,  78.75556,  0.057,  18.0R,  1237663269868864161,  255.33460,  78.75523,  20.44,  18.91,  18.22,  17.76,  20.44,  None,  2.22,  A,  ext / circle center / 7",  ext / lenticular-S0 /11",  0.0
A70,  B70,  255.04458,  79.00444,  8.47970,  10.25142,  350.29,  21.413,  20.883,  246,  257,  255.04458,  79.00444,  0.058,  16.44,  1237663231215599825,  255.04591,  79.00427,  18.55,  16.87,  16.00,  15.56,  18.55,  None,  2.55,  A,  comp /circle / 8.2",  ext / circle center-E2 / 8",  0.0
