B104,    256.16875,    78.6919444444,    0.062032,          18.3V,    None,  B104,  1237663269868929454,  256.16852499,  78.6918897162,  20.8179,  18.97036,  18.09392,  17.68566,  20.8179
B105,    255.869583333,    78.6141666667,    0.059714,          16.7V,    None,  B105,  1237663230678729069,  255.869170722,  78.6140816088,  19.01143,  17.14979,  16.25582,  15.80584,  19.01143
B106,    255.655833333,    78.6763888889,    0.059306,          17.3V,    None,  B106,  1237663269868929266,  255.655459015,  78.6764206071,  19.78301,  17.90738,  16.9572,  16.51926,  19.78301
B107,    256.137083333,    78.7055555556,    0.050664,          17.2V,    None,  B107,  1237663269868929444,  256.136848922,  78.7055265246,  19.35552,  17.66541,  16.79652,  16.39549,  19.35552
B108,    256.21625,    78.6741666667,    0.059155,          17.3V,    None,  B108,  1237663269868929450,  256.215775113,  78.6741334518,  19.72104,  17.90797,  16.95378,  16.5017,  19.72104
B109,    255.644583333,    78.6602777778,    0.059221,          16.9V,    None,  B109,  1237663269868863810,  255.643947286,  78.6602382772,  19.29258,  17.39645,  16.52662,  16.11534,  19.29258
B110,    256.169583333,    78.6280555556,    0.065628,          17.2V,    None,  B110,  1237663230678728786,  256.169171297,  78.628108871,  19.64476,  17.78369,  16.8557,  16.4197,  19.64476
B111,    255.75625,    78.6144444444,    0.055091,          16.4V,    None,  B111,  1237663269868863820,  255.755909504,  78.6143169055,  18.00271,  16.68724,  15.76546,  15.32498,  18.00271
B112,    256.264583333,    78.6672222222,    0.055912,          16.5V,    None,  B112,  1237663269868929462,  256.26402783,  78.667359839,  18.84719,  16.86881,  15.92812,  15.473,  18.84719
B113,    256.183333333,    78.6227777778,    0.050398,          16.2V,    None,  B113,  1237663230678728782,  256.182579736,  78.6227688681,  18.87324,  16.79671,  15.85256,  15.39445,  18.87324
B114,    256.205833333,    78.6283333333,    0.057424,          17.4R,    None,  B114,  1237663230678728789,  256.205649469,  78.6284601152,  20.65601,  18.36237,  17.42633,  17.11351,  20.65601
B115,    255.839583333,    78.7316666667,    0.050235,          16.4R,    None,  B115,  1237656565427995041,  255.84094192,  78.7315248967,  19.65656,  17.80636,  16.93354,  16.507,  19.65656
B116,    256.240833333,    78.6369444444,    0.065131,          17.5V,    None,  B116,  1237663269868929100,  256.240716377,  78.636893839,  21.26818,  19.26497,  18.35433,  17.91261,  21.26818
B117,    256.08875,    78.6058333333,    0.058071,          18.2V,    None,  B117,  1237656565428060294,  256.088406213,  78.6059607969,  20.44177,  18.42178,  17.53603,  17.13285,  20.44177
B118,    256.243333333,    78.7008333333,    0.05767,          17.0V,    None,  B118,  1237663269868929484,  256.243163478,  78.7009169337,  19.48905,  17.54657,  16.65464,  16.25986,  19.48905
B119,    255.579166667,    78.6483333333,    0.053,           ... ,    None,  -1000000,  -1000000,  -1000000,  -1000000,  -1000000,  -1000000,  -1000000,  -1000000,  -1000000
B120,    255.9825,    78.7388888889,    0.052198,          17.9V,    None,  B120,  1237663269868929407,  255.982373852,  78.7388878629,  20.59332,  18.39034,  17.5236,  17.11017,  20.59332
B121,    255.571666667,    78.6383333333,    0.052136,          16.7V,    None,  B121,  1237663269868863786,  255.571176538,  78.6383522951,  19.11304,  17.24704,  16.34021,  15.9048,  19.11304
B122,    255.857083333,    78.5916666667,    0.053432,          18.3V,    None,  B122,  1237656565428060630,  255.856649329,  78.5916866542,  20.49794,  18.8688,  17.97859,  17.56495,  20.49794
B123,    255.633333333,    78.7180555556,    0.051432,          16.8V,    None,  B123,  1237663269868929296,  255.632651551,  78.7181201153,  19.09279,  17.23238,  16.33857,  15.89387,  19.09279
B124,    256.326666667,    78.6461111111,    0.058981,          16.6V,    None,  B124,  1237663230678729233,  256.326580556,  78.646022768,  19.42766,  17.38257,  16.40344,  15.93679,  19.42766
B125,    256.35,    78.6730555556,    0.060466,          17.7V,    None,  B125,  1237663269868929502,  256.349948308,  78.6730370938,  20.74327,  18.28858,  17.38525,  16.96366,  20.74327
B126,    256.362916667,    78.6463888889,    0.065375,          16.6V,    None,  B126,  1237663269868929473,  256.362790558,  78.6464637325,  18.9777,  17.06432,  16.12662,  15.69656,  18.9777
B127,    256.3775,    78.6719444444,    0.057353,          16.4V,    None,  B127,  1237663269868929501,  256.377247625,  78.6719374784,  18.70926,  16.81643,  15.90205,  15.47332,  18.70926
B128,    255.57125,    78.7213888889,    0.060465,          16.6V,    None,  B128,  1237663269868863846,  255.570827742,  78.7213501018,  19.05332,  17.13656,  16.25955,  15.83361,  19.05332
B129,    256.050833333,    78.58,    0.065521,          17.5V,    None,  B129,  1237656565428060668,  256.050420669,  78.5800401498,  19.9533,  18.11119,  17.15002,  16.70664,  19.9533
B130,    255.946666667,    78.5763888889,    0.057623,          17.3V,    None,  B130,  1237656565428060665,  255.946259505,  78.5764312791,  19.48975,  17.81252,  16.93638,  16.5385,  19.48975
B131,    256.38625,    78.6505555556,    0.051272,          16.9V,    None,  B131,  1237663269868929475,  256.38603646,  78.6504288245,  19.38896,  17.59837,  16.71308,  16.29354,  19.38896
B132,    255.73,    78.5844444444,    0.054559,          17.0V,    None,  B132,  1237663230678729030,  255.729617636,  78.5843598668,  19.38721,  17.61411,  16.78924,  16.38206,  19.38721
B133,    255.584166667,    78.6036111111,    0.051961,          16.8V,    None,  B133,  1237663269868863766,  255.58347289,  78.603432905,  19.50237,  17.35191,  16.42094,  15.98261,  19.50237
B134,    256.389583333,    78.6947222222,    0.05934,          18.3V,    None,  B134,  1237663269868994889,  256.389941952,  78.694798035,  -9999.0,  -9999.0,  -9999.0,  -9999.0,  -9999.0
B135,    256.079166667,    78.7569444444,    0.065738,           ... ,    None,  B135,  1237663269868929459,  256.079293739,  78.7569519859,  22.18724,  19.23463,  17.71923,  16.85543,  22.18724
B136,    255.492083333,    78.7105555556,    0.049483,          16.6R,    None,  B136,  1237656565427994782,  255.493065619,  78.710493946,  18.70445,  17.50871,  17.06266,  16.90413,  18.70445
B137,    256.117916667,    78.7577777778,    0.058485,          18.6V,    None,  B137,  1237663269868929588,  256.117629894,  78.7577434225,  21.16302,  18.91973,  18.06547,  17.70076,  21.16302
B138,    255.595,    78.5938888889,    0.055722,          16.6V,    None,  B138,  1237663230678729015,  255.594743153,  78.593895869,  -9999.0,  -9999.0,  -9999.0,  -9999.0,  -9999.0
B139,    256.448333333,    78.6658333333,    0.062097,           ... ,    None,  B139,  1237663269868929524,  256.448869092,  78.665795212,  21.00272,  19.04274,  18.13803,  17.74387,  21.00272
B140,    255.612916667,    78.7469444444,    0.056256,          17.1V,    None,  B140,  1237663269868929304,  255.61233527,  78.7470091599,  19.53775,  17.71605,  16.79075,  16.3453,  19.53775
