B94,1237663230678728788,255.943996892393,78.6232247991773,4134,301,5,43,GALAXY,20.17156,18.31216,17.3871,17.05928,17.13717
B96,1237663230678728781,256.055929579191,78.6287238977456,4134,301,5,43,GALAXY,16.9918,14.9191,13.87803,13.47092,13.13515
B97,1237663269868863853,255.744641262572,78.6377688728217,4143,301,6,21,GALAXY,-9999,-9999,17.55656,-9999,-9999
B98,1237663230678729072,255.886448887293,78.6172152715656,4134,301,5,43,GALAXY,20.44543,18.75582,17.86987,17.4574,17.13215
B100,1237663269868929306,255.741942763946,78.7014255793399,4143,301,6,22,GALAXY,20.52946,18.59972,17.71,17.27816,16.97769
B101,1237656565428060286,255.909172721837,78.6149825740539,2582,301,6,69,GALAXY,20.38218,18.30825,17.40289,16.99254,16.65763
B102,1237663269868929432,256.091162167411,78.7083478118704,4143,301,6,22,GALAXY,19.60732,17.62883,16.7169,16.29725,16.0132
B103,1237663269868929451,256.197267972483,78.6753047558261,4143,301,6,22,GALAXY,20.17356,18.32938,17.43759,17.02438,16.75111
B104,1237663269868929454,256.168524989774,78.6918897162471,4143,301,6,22,GALAXY,20.8179,18.97036,18.09392,17.68566,17.4621
B105,1237663230678729069,255.869170721683,78.6140816087523,4134,301,5,43,GALAXY,19.01143,17.14979,16.25582,15.80584,15.43812
B106,1237663269868929266,255.655459014712,78.6764206071234,4143,301,6,22,GALAXY,19.78301,17.90738,16.9572,16.51926,16.18633
B107,1237663269868929444,256.136848922051,78.7055265246391,4143,301,6,22,GALAXY,19.35552,17.66541,16.79652,16.39549,16.11614
B108,1237663269868929450,256.215775113016,78.6741334517949,4143,301,6,22,GALAXY,19.72104,17.90797,16.95378,16.5017,16.20087
B109,1237663269868863810,255.643947285639,78.6602382771942,4143,301,6,21,GALAXY,19.29258,17.39645,16.52662,16.11534,15.80053
B110,1237663230678728786,256.169171296836,78.6281088710194,4134,301,5,43,GALAXY,19.64476,17.78369,16.8557,16.4197,16.16507
B111,1237663269868863820,255.755909504219,78.6143169055225,4143,301,6,21,GALAXY,18.00271,16.68724,15.76546,15.32498,14.98294
B112,1237663269868929462,256.264027829937,78.6673598390295,4143,301,6,22,GALAXY,18.84719,16.86881,15.92812,15.473,15.12197
B113,1237663230678728782,256.182579735535,78.6227688680588,4134,301,5,43,GALAXY,18.87324,16.79671,15.85256,15.39445,15.0861
B114,1237663230678728789,256.205649469352,78.6284601151837,4134,301,5,43,GALAXY,20.65601,18.36237,17.42633,17.11351,17.36926
B115,1237656565427995041,255.84094192049,78.731524896689,2582,301,6,68,GALAXY,19.65656,17.80636,16.93354,16.507,16.15294
B116,1237663269868929100,256.240716376916,78.6368938390298,4143,301,6,22,STAR,21.26818,19.26497,18.35433,17.91261,17.54309
B117,1237656565428060294,256.088406213174,78.6059607968501,2582,301,6,69,GALAXY,20.44177,18.42178,17.53603,17.13285,16.86934
B118,1237663269868929484,256.243163477713,78.7009169336966,4143,301,6,22,GALAXY,19.48905,17.54657,16.65464,16.25986,15.98938
B120,1237663269868929407,255.982373852332,78.738887862943,4143,301,6,22,GALAXY,20.59332,18.39034,17.5236,17.11017,16.9155
B121,1237663269868863786,255.571176538032,78.6383522950607,4143,301,6,21,GALAXY,19.11304,17.24704,16.34021,15.9048,15.56389
B122,1237656565428060630,255.856649328594,78.5916866542127,2582,301,6,69,GALAXY,20.49794,18.8688,17.97859,17.56495,17.23262
B123,1237663269868929296,255.632651550942,78.7181201153318,4143,301,6,22,GALAXY,19.09279,17.23238,16.33857,15.89387,15.53549
B124,1237663230678729233,256.326580556495,78.6460227679836,4134,301,5,43,GALAXY,19.42766,17.38257,16.40344,15.93679,15.60886
B125,1237663269868929502,256.349948307515,78.6730370938091,4143,301,6,22,GALAXY,20.74327,18.28858,17.38525,16.96366,16.68236
B126,1237663269868929473,256.362790557712,78.6464637324905,4143,301,6,22,GALAXY,18.9777,17.06432,16.12662,15.69656,15.36991
B127,1237663269868929501,256.377247624702,78.6719374783754,4143,301,6,22,GALAXY,18.70926,16.81643,15.90205,15.47332,15.16301
B128,1237663269868863846,255.57082774166,78.7213501017745,4143,301,6,21,GALAXY,19.05332,17.13656,16.25955,15.83361,15.51095
B129,1237656565428060668,256.050420668753,78.5800401497829,2582,301,6,69,GALAXY,19.9533,18.11119,17.15002,16.70664,16.33835
B130,1237656565428060665,255.946259505324,78.5764312791059,2582,301,6,69,GALAXY,19.48975,17.81252,16.93638,16.5385,16.25028
B131,1237663269868929475,256.386036459603,78.6504288244998,4143,301,6,22,GALAXY,19.38896,17.59837,16.71308,16.29354,16.00453
B132,1237663230678729030,255.729617636065,78.5843598667809,4134,301,5,43,GALAXY,19.38721,17.61411,16.78924,16.38206,16.10028
B133,1237663269868863766,255.583472890422,78.6034329049993,4143,301,6,21,GALAXY,19.50237,17.35191,16.42094,15.98261,15.64342
B134,1237663269868994889,256.389941951575,78.6947980349872,4143,301,6,23,UNKNOWN,-9999,-9999,-9999,-9999,-9999
B135,1237663269868929459,256.07929373947,78.75695198594,4143,301,6,22,STAR,22.18724,19.23463,17.71923,16.85543,16.44691
B136,1237656565427994782,255.493065618777,78.7104939459585,2582,301,6,68,STAR,18.70445,17.50871,17.06266,16.90413,16.84776
B137,1237663269868929588,256.117629893985,78.7577434224948,4143,301,6,22,GALAXY,21.16302,18.91973,18.06547,17.70076,17.43574
B138,1237663230678729015,255.594743153333,78.5938958689638,4134,301,5,43,UNKNOWN,-9999,-9999,-9999,-9999,-9999
B139,1237663269868929524,256.448869091563,78.6657952119944,4143,301,6,22,GALAXY,21.00272,19.04274,18.13803,17.74387,17.51794
B140,1237663269868929304,255.612335270492,78.7470091599262,4143,301,6,22,GALAXY,19.53775,17.71605,16.79075,16.3453,16.01763
B141,1237656565427994960,255.805504168084,78.7655436921043,2582,301,6,68,GALAXY,19.40533,17.34416,16.39655,15.94334,15.56728
B142,1237656565428060676,256.247008874952,78.5844369537569,2582,301,6,69,GALAXY,19.16108,17.15381,16.23776,15.79898,15.44197
B143,1237663230678728932,256.19751901475,78.5758194696627,4134,301,5,43,GALAXY,19.49582,17.55435,16.60096,16.14165,15.83314
B144,1237656565427994958,255.589837270973,78.7504953188775,2582,301,6,68,GALAXY,19.95773,18.06325,17.15492,16.72498,16.38
B145,1237656565427995567,255.381259313414,78.6695177747694,2582,301,6,68,STAR,25.90331,21.2629,19.76251,18.94329,18.45421
B146,1237656565428060229,255.433748613167,78.6147436334409,2582,301,6,69,GALAXY,20.20787,18.15272,17.28123,16.85882,16.62547
B147,1237663230678729108,256.016977778671,78.5562710336833,4134,301,5,43,GALAXY,19.41289,17.48117,16.57743,16.14094,15.80372
B148,1237663230678729376,256.382290117213,78.5971739088319,4134,301,5,43,GALAXY,19.46063,17.90392,17.09573,16.70088,16.45237
B149,1237656565427994949,255.651295024173,78.7660320131666,2582,301,6,68,GALAXY,19.25137,17.33002,16.38593,15.93527,15.58165
B150,1237663230678729264,256.426862193619,78.6069057395059,4134,301,5,43,GALAXY,19.9382,18.03935,17.11182,16.68825,16.41942
B151,1237656565428060724,256.233766168415,78.5675548821978,2582,301,6,69,GALAXY,21.18954,18.84418,17.97236,17.57201,17.27403
B152,1237663269868863610,255.409945065045,78.7210820489499,4143,301,6,21,GALAXY,19.9792,17.97932,17.08107,16.64173,16.33465
B153,1237663230678729036,255.801488822183,78.5524242393142,4134,301,5,43,GALAXY,18.91858,16.95213,16.07975,15.6398,15.31337
B154,1237663269868929276,255.54410306,78.7579976980698,4143,301,6,22,GALAXY,18.22787,16.42837,15.63319,15.25819,14.99294
B155,1237663230678729014,255.6606926753,78.5594903017708,4134,301,5,43,UNKNOWN,-9999,-9999,-9999,-9999,-9999
B156,1237663230678729064,255.994563139518,78.5428216369356,4134,301,5,43,GALAXY,19.56066,17.75354,16.85876,16.42826,16.07751
B157,1237656565427994911,255.521753866585,78.7625712024325,2582,301,6,68,GALAXY,18.2237,16.3494,15.45992,15.03567,14.70695
B158,1237663269868929180,255.895202124677,78.7943663854602,4143,301,6,22,GALAXY,17.9704,16.14037,15.20471,14.76307,14.42397
B159,1237663269868929492,256.07115799069,78.7925382000789,4143,301,6,22,GALAXY,19.49955,17.51559,16.61749,16.21049,15.90737
B160,1237663230678729066,256.024274355357,78.530584772358,4134,301,5,43,GALAXY,20.6577,18.53302,17.65286,17.24028,16.87646
B161,1237656565427994733,255.294336055726,78.7264888686156,2582,301,6,68,GALAXY,19.81532,17.46172,16.51646,16.06746,15.6901
B163,1237663230678728774,256.173496186692,78.5356512760728,4134,301,5,43,GALAXY,19.69972,17.87612,16.97253,16.54452,16.25668
B164,1237656565428125912,256.241066604703,78.5402765552115,2582,301,6,70,GALAXY,19.33901,17.36198,16.40614,15.97773,15.6023
B165,1237663269868994903,256.633297361523,78.7022269309194,4143,301,6,23,GALAXY,19.90407,18.40291,17.50316,17.1526,16.85856
B166,1237663230678663451,255.515415813967,78.5474721918325,4134,301,5,42,GALAXY,20.01662,18.38485,17.55733,17.0811,16.77429
B167,1237663230678729173,256.317330637019,78.5435627287312,4134,301,5,43,GALAXY,20.03918,18.11263,17.2072,16.76853,16.43994
B168,1237663269868994715,256.33773055331,78.7888395804434,4143,301,6,23,GALAXY,20.29443,18.6333,17.71827,17.30181,16.96226
B169,1237656565427994865,255.64952384983,78.8036505373516,2582,301,6,68,GALAXY,19.37094,17.43537,16.48814,16.04698,15.68882
B170,1237663269868863694,255.238449129755,78.6034348542904,4143,301,6,21,GALAXY,19.34954,17.76295,16.89197,16.48358,16.1525
B171,1237656565427995025,255.168874104473,78.6858896981045,2582,301,6,68,GALAXY,19.63292,17.9409,17.12054,16.73719,16.45556
B172,1237663230678663466,255.645482133452,78.5244812399413,4134,301,5,42,GALAXY,19.88885,18.33422,17.70222,17.34706,17.09935
B173,1237656565427994950,255.214281192325,78.7300654526237,2582,301,6,68,GALAXY,20.98746,18.99298,18.13068,17.72833,17.40943
B174,1237656565428125930,256.292854453586,78.526435447819,2582,301,6,70,GALAXY,18.85661,16.97029,16.05653,15.63617,15.2909
B175,1237663230678794615,256.560263348651,78.5659835336921,4134,301,5,44,GALAXY,21.06117,18.81434,17.91228,17.4994,17.1404
B176,1237663230678794630,256.594714240556,78.57225973945,4134,301,5,44,GALAXY,20.04297,18.25846,17.39932,16.95767,16.66508
B178,1237663269868863713,255.098099027955,78.7019061712459,4143,301,6,21,GALAXY,18.83984,17.17664,16.34416,15.98297,15.71137
B179,1237656565427995187,255.744383698068,78.8301670751035,2582,301,6,68,GALAXY,20.43246,18.97559,18.25603,17.91619,17.71005
B180,1237663230678794710,256.782249738114,78.6427366765665,4134,301,5,44,GALAXY,18.48194,16.54258,15.58324,15.1171,14.79111
B181,1237663230678794712,256.799301579938,78.6493620163309,4134,301,5,44,GALAXY,20.23719,18.10714,17.16234,16.7165,16.38737
B182,1237663269868863903,255.30815369842,78.7912574823788,4143,301,6,21,GALAXY,20.93753,18.54503,17.77846,17.43156,17.19235
B183,1237656565428060669,255.377206394505,78.5311136677892,2582,301,6,69,GALAXY,18.93681,17.18036,16.2505,15.84021,15.54692
B184,1237663230678794730,256.830428349735,78.6642075776246,4134,301,5,44,GALAXY,19.64281,17.77355,16.85551,16.42074,16.08973
B185,1237663230678794281,256.769837171126,78.5989721873576,4134,301,5,44,GALAXY,20.47583,18.55282,17.61024,17.16824,16.99729
B186,1237663230678729192,256.457556652621,78.5185431084493,4134,301,5,43,GALAXY,20.2231,18.38086,17.48595,17.05992,16.71387
B187,1237663230678729181,256.393755321683,78.5092943699251,4134,301,5,43,GALAXY,20.58514,18.70225,17.8327,17.41406,17.11851
B188,1237663230678729159,256.316208657647,78.5005088269594,4134,301,5,43,GALAXY,18.54468,16.82792,15.90037,15.49331,15.18036
B189,1237656565428125980,256.314679115407,78.4973011311259,2582,301,6,70,GALAXY,22.79331,20.40865,19.214,18.74862,18.38109
B190,1237663230678794665,256.716137598293,78.5616693129631,4134,301,5,44,GALAXY,19.62337,17.7011,16.74896,16.30258,15.98398
B191,1237663230678794441,256.866752495442,78.6110861847189,4134,301,5,44,GALAXY,19.04083,16.94836,15.99031,15.53896,15.21203
B192,1237663230678729152,256.309354066658,78.4885223294561,4134,301,5,43,GALAXY,19.72216,18.01219,17.17225,16.75195,16.4908
B193,1237663269868863631,255.065928982405,78.5737362300592,4143,301,6,21,GALAXY,18.68464,16.90293,15.9748,15.55577,15.23008
B194,1237663269868863636,255.084313176949,78.565256429135,4143,301,6,21,GALAXY,19.0704,17.36977,16.54499,16.19701,15.93508
B195,1237656565427994964,254.95062772706,78.7013615681743,2582,301,6,68,GALAXY,19.45415,17.74048,16.84505,16.41995,16.07979
B196,1237663231215600070,255.39058736892,78.8323981156817,4134,301,6,43,GALAXY,20.56168,25.29862,24.39503,26.02006,23.62488
B197,1237656565427994841,255.094619954046,78.7894139704487,2582,301,6,68,GALAXY,18.73635,16.64758,15.72451,15.29236,14.97981
B198,1237656565428126013,256.27772450922,78.472857729991,2582,301,6,70,GALAXY,18.1808,16.38058,15.41808,14.98805,14.63122
B199,1237656565428125934,255.527062814051,78.4725310722728,2582,301,6,70,GALAXY,19.80285,17.85317,16.95437,16.53669,16.17054
B200,1237663231215599983,255.85868613596,78.8787590885505,4134,301,6,43,GALAXY,19.57102,17.59948,16.66001,16.22049,15.89049
B201,1237662720113246568,254.880047530398,78.7235648381995,4015,301,6,24,UNKNOWN,-9999,-9999,-9999,-9999,-9999
B203,1237663230678794637,256.723110456994,78.5154530673905,4134,301,5,44,GALAXY,18.67242,16.80622,15.89487,15.42492,15.06866
B205,1237655749380800723,255.116713470822,78.5162441536777,2392,301,6,16,GALAXY,20.5833,18.9348,18.12124,17.72772,17.51589
B206,1237656565428125999,255.820910595429,78.4463695204286,2582,301,6,70,GALAXY,19.4855,17.61514,16.73911,16.3388,16.01581
B207,1237663230678729040,256.034264944307,78.4462666788113,4134,301,5,43,GALAXY,20.08894,18.41208,17.60415,17.19484,16.83171
B208,1237663230678663201,255.106566783502,78.5109490039565,4134,301,5,42,GALAXY,18.6479,16.8611,15.97968,15.58269,15.30402
B209,1237655749380800756,254.798544975458,78.6204853965133,2392,301,6,16,GALAXY,19.53011,18.09984,17.28257,16.8318,16.51251
B210,1237663230678794738,257.040594737531,78.5711603427856,4134,301,5,44,GALAXY,19.06284,17.26302,16.43726,16.06622,15.77764
B211,1237663230678860028,257.149680673794,78.6755365065229,4134,301,5,45,GALAXY,19.8252,18.32078,17.4879,17.05494,16.74176
B212,1237663231215534232,255.030872284166,78.8309958347299,4134,301,6,42,GALAXY,19.63093,18.10619,17.18109,16.78167,16.59727
B213,1237656565427929382,255.444421875661,78.8924267253542,2582,301,6,67,GALAXY,19.16288,17.49953,16.67345,16.28414,15.92782
B214,1237663230678728749,256.116654237581,78.4221664086991,4134,301,5,43,GALAXY,20.23986,18.52799,17.78922,17.4002,17.10541
B215,1237663269868994874,257.058347028425,78.7802986627932,4143,301,6,23,GALAXY,20.58723,18.92767,18.0414,17.6851,17.3029
B216,1237663230678794671,256.870838776823,78.5024949093198,4134,301,5,44,GALAXY,20.64015,18.85681,17.94631,17.52628,17.22685
B217,1237663230678794764,257.102850244296,78.5748269332815,4134,301,5,44,GALAXY,20.52091,18.57075,17.64691,17.22725,16.89612
B218,1237663230678860004,257.193808944238,78.6177331327857,4134,301,5,45,GALAXY,19.83436,18.16602,17.29555,16.84202,16.59095
B219,1237656565427929433,254.831461947294,78.8064270494467,2582,301,6,67,GALAXY,20.04147,18.11522,17.23411,16.80965,16.48246
B220,1237655749380735320,254.721475808435,78.7712834725131,2392,301,6,15,GALAXY,21.04123,19.13127,18.29458,17.82003,17.5097
B221,1237663231215599925,255.615824084626,78.9182748216325,4134,301,6,43,GALAXY,19.65147,17.80247,16.94739,16.53934,16.23291
B222,1237663230678794775,257.190201852145,78.5678024127757,4134,301,5,44,GALAXY,19.44622,17.59797,16.69993,16.25679,15.93645
B223,1237663231215665527,256.377537238291,78.9210963883627,4134,301,6,44,GALAXY,21.39204,19.48201,18.65464,18.25656,17.95528
B224,1237663230678860058,257.311579917214,78.6365054058075,4134,301,5,45,GALAXY,19.34291,17.52194,16.64138,16.21676,15.91376
B225,1237655749380735287,254.519871235566,78.6608094840006,2392,301,6,15,GALAXY,20.52673,18.39793,17.48038,17.13231,16.82274
B226,1237662720113181037,254.539503526246,78.7182738699004,4015,301,6,23,GALAXY,20.44327,18.46241,17.59236,17.21983,16.90107
B227,1237663269868994850,256.807152167748,78.8884062380702,4143,301,6,23,GALAXY,18.32798,16.51618,15.58707,15.15316,14.76468
B228,1237663230678860082,257.351262974537,78.7049976903644,4134,301,5,45,GALAXY,18.7492,16.86069,15.93791,15.48009,15.17194
B229,1237655749380735302,254.484049119973,78.6418541325777,2392,301,6,15,GALAXY,20.50808,18.89981,18.01253,17.67199,17.33985
B230,1237663230678794506,257.25309589819,78.5504940341421,4134,301,5,44,GALAXY,20.05766,17.21518,16.34203,15.88842,15.6918
