255.117083333,  78.5161111111 ,
255.82125,  78.4463888889 ,    
256.034583333,  78.4463888889 ,
255.10625,  78.8241666667 ,    
255.106666667,  78.5108333333 ,
256.15625,  78.8888888889 ,    
254.79875,  78.6205555556 ,    
257.040833333,  78.5711111111 ,
257.15,   78.6755555556 ,      
256.815833333,  78.5022222222 ,
255.03125,  78.8311111111 ,    
256.060416667,  78.91 ,        
255.443333333,  78.8922222222 ,
257.013333333,  78.5441666667 ,
255.570416667,  78.9030555556 ,
256.116666667,  78.4222222222 ,
257.05875,  78.7802777778 ,    
256.87125,  78.5025 ,          
257.103333333,  78.5747222222 ,
257.194166667,  78.6177777778 ,
254.830833333,  78.8063888889 ,
254.720833333,  78.7711111111 ,
255.61625,  78.9183333333 ,    
254.90625,  78.4952777778 ,    
257.190416667,  78.5677777778 ,
256.377083333,  78.9208333333 ,
254.586666667,  78.7238888889 ,
257.312083333,  78.6363888889 ,
254.520416667,  78.6608333333 ,
254.54,   78.7183333333 ,      
256.8075,   78.8883333333 ,    
257.35125,  78.705 ,           
256.639583333,  78.4219444444 ,
254.714166667,  78.5166666667 ,
256.547916667,  78.4105555556 ,
254.484583333,  78.6419444444 ,
257.25375,  78.5505555556 ,    
256.634583333,  78.4172222222 ,
256.8375,   78.8938888889 ,    
256.15,   78.38 ,              
254.472083333,  78.6236111111 ,
257.139583333,  78.4983333333 ,
257.444166667,  78.6925 ,      
257.375833333,  78.7627777778 ,
254.505,    78.5627777778 ,    
254.425833333,  78.5919444444 ,
257.242083333,  78.8375 ,      
256.46,   78.3763888889 ,      
255.134583333,  78.9361111111 ,
256.355,    78.3669444444 ,    
257.414583333,  78.5522222222 ,
257.440833333,  78.5519444444 ,
254.576666667,  78.4927777778 ,
255.165416667,  78.95 ,        
257.56,   78.6569444444 ,      
257.327916667,  78.5047222222 ,
255.853333333,  78.3441666667 ,
254.256666667,  78.6577777778 ,
257.43,   78.5177777778 ,      
256.64625,  78.3655555556 ,    
254.322916667,  78.7847222222 ,
257.29125,  78.8755555556 ,    
257.198333333,  78.4322222222 ,
254.695,    78.4227777778 ,    
254.712916667,  78.92 ,        
254.272916667,  78.5466666667 ,
254.170416667,  78.6180555556 ,
257.64,   78.565 ,             
254.196666667,  78.7830555556 ,
254.954166667,  78.9722222222 ,
257.174166667,  78.3958333333 ,
257.69125,  78.5375 ,          
257.0975,   78.3741666667 ,    
255.044583333,  79.0044444444 ,
257.63,   78.4861111111 ,      
255.455,    79.0377777778 ,    
255.530416667,  78.2916666667 ,
256.809166667,  78.32 ,        
254.078333333,  78.5352777778 ,
253.999166667,  78.7711111111 ,
256.6,    79.0436111111 ,      
257.95625,  78.5980555556 ,    
257.312916667,  78.3661111111 ,
257.34125,  78.3683333333 ,    
255.572916667,  78.7646111111 ,
255.9075,   78.7829444444 ,    
256.29875,  78.8041388889 ,    
256.313333333,  78.8037666667 ,
257.2525,   78.7720555556 ,    
256.230416667,  78.852,        
