B162,   256.365833333,   78.5577777778
B163,   256.1725,   78.5358333333
B164,   256.24125,   78.5402777778
B165,   256.633333333,   78.7022222222
B166,   255.515833333,   78.5475
B167,   256.317916667,   78.5436111111
B168,   256.337916667,   78.7888888889
B169,   255.649583333,   78.8036111111
B170,   255.23875,   78.6033333333
B171,   255.169166667,   78.6858333333
B172,   255.645833333,   78.5244444444
B173,   255.21375,   78.7302777778
B174,   256.293333333,   78.5263888889
B175,   256.560416667,   78.5661111111
B176,   256.595,   78.5722222222
B177,   256.679166667,   78.5886111111
B178,   255.098333333,   78.7019444444
B179,   255.744583333,   78.8302777778
B180,   256.7825,   78.6427777778
B181,   256.799583333,   78.6494444444
B182,   255.3075,   78.7911111111
B183,   255.377083333,   78.5311111111
B184,   256.830833333,   78.6641666667
B185,   256.77,   78.5988888889
B186,   256.457916667,   78.5186111111
B187,   256.394166667,   78.5094444444
B188,   256.316666667,   78.5005555556
B189,   256.315,   78.4972222222
B190,   256.71625,   78.5616666667
B191,   256.867083333,   78.6111111111
B192,   256.309166667,   78.4886111111
B193,   255.06625,   78.5736111111
B194,   255.084583333,   78.5652777778
B195,   254.950833333,   78.7013888889
B196,   255.390833333,   78.8325
B197,   255.094166667,   78.7894444444
B198,   256.277916667,   78.4727777778
B199,   255.5275,   78.4725
B200,   255.859166667,   78.8788888889
B201,   254.880416667,   78.7236111111
B202,   255.21125,   78.8302777778
B203,   256.723333333,   78.5155555556
B204,   257.0225,   78.6255555556
B205,   255.117083333,   78.5161111111
B206,   255.82125,   78.4463888889
B207,   256.034583333,   78.4463888889
B208,   255.106666667,   78.5108333333
B209,   254.79875,   78.6205555556
B210,   257.040833333,   78.5711111111
B211,   257.15,   78.6755555556
B212,   255.03125,   78.8311111111
B213,   255.443333333,   78.8922222222
B214,   256.116666667,   78.4222222222
B215,   257.05875,   78.7802777778
B216,   256.87125,   78.5025
B217,   257.103333333,   78.5747222222
B218,   257.194166667,   78.6177777778
B219,   254.830833333,   78.8063888889
B220,   254.720833333,   78.7711111111
B221,   255.61625,   78.9183333333
B222,   257.190416667,   78.5677777778
B223,   256.377083333,   78.9208333333
B224,   257.312083333,   78.6363888889
B225,   254.520416667,   78.6608333333
B226,   254.54,   78.7183333333
B227,   256.8075,   78.8883333333
B228,   257.35125,   78.705
B229,   254.484583333,   78.6419444444
B230,   257.25375,   78.5505555556
B231,   256.634583333,   78.4172222222
B232,   256.8375,   78.8938888889
B233,   256.15,   78.38
B234,   254.472083333,   78.6236111111
B235,   257.444166667,   78.6925
B236,   257.375833333,   78.7627777778
B237,   254.425833333,   78.5919444444
B238,   256.46,   78.3763888889
B239,   256.355,   78.3669444444
B240,   257.440833333,   78.5519444444
B241,   255.165416667,   78.95
B242,   257.56,   78.6569444444
B243,   254.256666667,   78.6577777778
B244,   256.64625,   78.3655555556
B245,   254.322916667,   78.7847222222
B246,   254.712916667,   78.92
B247,   254.272916667,   78.5466666667
B248,   254.170416667,   78.6180555556
B249,   257.64,   78.565
B250,   257.69125,   78.5375
B251,   257.0975,   78.3741666667
B252,   256.809166667,   78.32
B253,   254.078333333,   78.5352777778
B254,   253.999166667,   78.7711111111
B255,   256.6,   79.0436111111
B256,   257.95625,   78.5980555556
B257,   257.312916667,   78.3661111111
