1    ,     255.8982917    ,      78.62891667    ,     155      ,    251  
2    ,     255.891375     ,      78.62977778    ,     6585     ,    251  
3    ,     255.872375     ,      78.63202778    ,     121250   ,    251  
4    ,     255.7615417    ,      78.59875       ,     71953    ,    251  
5    ,     255.8751667    ,      78.66516667    ,     49700    ,    251  
6    ,     255.2175       ,      78.68927778    ,     9253     ,    251  
7    ,     256.4147917    ,      78.62625       ,     775      ,    251  
8    ,     256.7342083    ,      78.68597222    ,     9190     ,    251  
9    ,     256.6800833    ,      78.59925       ,     1451     ,    251  
10   ,     255.985625     ,      78.74552778    ,     5348     ,    251  
11   ,     255.5624167    ,      78.59647222    ,     524      ,    251  
12   ,     255.8426667    ,      78.78222222    ,     1140     ,    251  
13   ,     256.2002917    ,      78.64155556    ,     11792    ,    251  
14   ,     255.3484583    ,      78.68752778    ,     1241     ,    251  
15   ,     254.5768333    ,      78.49277778    ,     3189     ,    251  
16   ,     254.6969583    ,      78.42261111    ,     1109     ,    251  
17   ,     255.7985       ,      78.67494444    ,     28       ,    96   
18   ,     256.0677083    ,      78.67922222    ,     118      ,    237  
19   ,     256.1122083    ,      78.64036111    ,     26       ,    85   
20   ,     255.7040833    ,      78.64133333    ,     29       ,    98   
21   ,     256.2359167    ,      78.71827778    ,     426      ,    251  
22   ,     255.57375      ,      78.7645        ,     64       ,    187  
23   ,     256.3905417    ,      78.58661111    ,     180      ,    251  
24   ,     255.57625      ,      78.76777778    ,     2113     ,    251  
25   ,     255.3734583    ,      78.60208333    ,     138      ,    247  
26   ,     256.2022917    ,      78.80588889    ,     203      ,    251  
27   ,     256.3001667    ,      78.80397222    ,     462      ,    251  
28   ,     256.3136667    ,      78.80369444    ,     205      ,    251  
29   ,     255.1335833    ,      78.67          ,     55       ,    174  
30   ,     255.246125     ,      78.74983333    ,     396      ,    251  
31   ,     255.2500833    ,      78.75855556    ,     157      ,    251  
32   ,     255.1239167    ,      78.63511111    ,     49       ,    160  
33   ,     256.5484583    ,      78.54711111    ,     273      ,    251  
34   ,     256.2437917    ,      78.83313889    ,     151      ,    251  
35   ,     255.9732917    ,      78.48655556    ,     195      ,    251  
36   ,     255.8934583    ,      78.84858333    ,     801      ,    251  
37   ,     256.8610417    ,      78.60622222    ,     273      ,    251  
38   ,     256.2299583    ,      78.85225       ,     376      ,    251  
39   ,     255.6941667    ,      78.86272222    ,     2104     ,    251  
40   ,     256.61725      ,      78.82066667    ,     927      ,    251  
41   ,     255.5505       ,      78.85916667    ,     1364     ,    251  
42   ,     255.3934167    ,      78.84627778    ,     631      ,    251  
43   ,     256.389875     ,      78.85463889    ,     4175     ,    251  
44   ,     257.0462917    ,      78.65341667    ,     40       ,    141  
45   ,     255.0848333    ,      78.81061111    ,     49       ,    160  
46   ,     255.1065417    ,      78.82394444    ,     231      ,    251  
47   ,     256.8150833    ,      78.50219444    ,     1200     ,    251  
48   ,     256.0595       ,      78.91005556    ,     203      ,    251  
49   ,     257.0125       ,      78.54405556    ,     109      ,    233  
50   ,     255.5688333    ,      78.90294444    ,     220      ,    251  
51   ,     254.9055       ,      78.49480556    ,     98       ,    225  
52   ,     254.5869167    ,      78.72347222    ,     106      ,    230  
53   ,     256.6394167    ,      78.42208333    ,     63       ,    186  
54   ,     256.5488333    ,      78.41041667    ,     312      ,    251  
55   ,     257.1391667    ,      78.49838889    ,     3295     ,    251  
56   ,     257.241625     ,      78.83752778    ,     892      ,    251  
57   ,     255.1340833    ,      78.93605556    ,     255      ,    251  
59   ,     257.3305       ,      78.5045        ,     89       ,    217  
60   ,     255.8550417    ,      78.34411111    ,     828      ,    251  
61   ,     257.4385       ,      78.51861111    ,     130      ,    244  
62   ,     255.789884     ,      78.68897       ,     43.77    ,    150  
63   ,     256.16165      ,      78.88676       ,     1032.64  ,    251  
64   ,   255.45625        ,      79.037778      ,     3165.87  ,    251  
65   ,   256.97933        ,      78.747139      ,     79.85    ,    209  
66   ,   257.41612        ,      78.552139      ,     356.42   ,    251  
67   ,   256.78229        ,      78.642806      ,     12.10    ,    0    
68   ,   256.704          ,      78.592722      ,     37.25    ,    132  
69   ,   256.75192        ,      78.689861      ,     251.90   ,    251  
70   ,   254.50925        ,      78.563389      ,     214.62   ,    251  
71   ,   255.33471        ,      78.755306      ,     47.38    ,    157  
72   ,   255.04458        ,      79.004444      ,     350.29   ,    251  
73   ,   254.95417        ,      78.972222      ,     295.76   ,    251  
74   ,   257.29125        ,      78.875556      ,     1860.86  ,    251  
75   ,   256.28583        ,      78.685         ,     1128.81  ,    251  
76   ,   256.14958        ,      78.668056      ,     124.02   ,    240  
77   ,   255.89875        ,      78.665         ,     12.97    ,    0    
78   ,   255.90917        ,      78.782778      ,     132.69   ,    246  
79   ,   254.19667        ,      78.783056      ,     231.75   ,    251  
80   ,   254.71417        ,      78.516667      ,     330.38   ,    251  
81   ,   257.63           ,      78.486111      ,     300.79   ,    251  
82   ,   257.19833        ,      78.432222      ,     192.51   ,    251  
83   ,   257.17417        ,      78.395833      ,     280.39   ,    251  
84   ,   257.34125        ,      78.368333      ,     644.79   ,    251  
85   ,   255.53042        ,      78.291667      ,     322.89   ,    251  
86   ,   257.2525         ,      78.772056      ,     2150.11  ,    251                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
